ID,X,Y
557,"[0, 1, 0.08643887843516104, 1]",1
558,"[1, 1, 0.004183551460329879, 0]",0
559,"[0, 1, 0.032820689071660726, 0]",0
560,"[0, 2, 0.00710525938284394, 0]",0
561,"[0, 1, 0.02265051417390651, 0]",0
562,"[0, 1, 0.01245259770839735, 0]",1
563,"[1, 3, 0.02015638346477668, 0]",0
564,"[1, 3, 0.005303926018179279, 0]",0
565,"[1, 3, 0.051941896178031556, 0]",0
566,"[1, 1, 0.05909983154935148, 0]",0
567,"[0, 3, 0.02136617005904844, 1]",1
568,"[0, 2, 0.28339242866139264, 1]",1
569,"[1, 1, 0.04403360937085683, 0]",0
570,"[1, 1, 0.02095366941635302, 0]",1
571,"[0, 1, 0.04066216477211507, 0]",0
572,"[0, 1, 0.024812642667012177, 0]",1
573,"[0, 2, 0.03768452653334649, 0]",1
574,"[0, 1, 0.086976898533997, 1]",1
575,"[0, 2, 0.09801577341122693, 1]",1
576,"[0, 1, 0.12073269066721194, 1]",1
577,"[1, 1, 0.03328335594062619, 0]",0
578,"[0, 1, 0.04398350116980227, 0]",1
579,"[0, 2, 0.047953632233519845, 1]",1
580,"[0, 1, 0.10302151548663636, 0]",1
581,"[1, 2, 0.05578944404307093, 0]",0
582,"[1, 2, 0.04938737669386607, 0]",0
583,"[1, 1, 0.026040388700047226, 0]",0
584,"[0, 1, 0.03550439692430933, 1]",1
585,"[0, 1, 0.057709147679236135, 0]",0
586,"[0, 2, 0.07184596782964883, 1]",1
587,"[1, 2, 0.07531574945814576, 0]",0
588,"[1, 3, 0.021072582713175622, 0]",0
589,"[1, 1, 0.01135805099615076, 0]",0
590,"[0, 1, 0.20084199855505536, 0]",1
591,"[0, 1, 0.0860246738157723, 0]",1
592,"[0, 1, 0.07241150020399467, 1]",1
593,"[0, 3, 0.06389170978308267, 1]",1
594,"[0, 3, 0.03188464918196539, 0]",0
595,"[1, 3, 0.10042099927752768, 0]",0
596,"[1, 2, 0.009231667149313456, 0]",0
597,"[0, 2, 0.026299026898740675, 0]",0
598,"[0, 2, 0.024569808677402785, 0]",1
599,"[0, 1, 0.062072457186794314, 1]",1
600,"[1, 1, 0.03403316098328991, 0]",0
601,"[1, 2, 0.010645335612458763, 0]",0
602,"[0, 3, 0.09718161220405905, 0]",0
603,"[1, 1, 0.09354590058310341, 0]",0
604,"[0, 1, 0.05667848573227853, 1]",1
605,"[1, 1, 0.05562337086997786, 0]",0
606,"[0, 2, 0.029834551330781018, 0]",1
607,"[0, 3, 0.03423443157188444, 0]",0
608,"[0, 2, 0.009365592316966943, 0]",0
609,"[1, 3, 0.03267192447040898, 0]",0
610,"[1, 2, 0.02449292665305553, 0]",0
611,"[0, 2, 0.030461036302839785, 0]",1
612,"[0, 1, 0.07182132994043418, 0]",1
613,"[0, 1, 0.08804320054880321, 1]",1
614,"[1, 2, 0.07000733462951872, 0]",0
615,"[1, 3, 0.05578944404307093, 0]",0
616,"[0, 1, 0.04929340452890773, 0]",1
617,"[0, 1, 0.043229353524619214, 0]",1
618,"[0, 2, 0.042375031963446996, 1]",1
619,"[0, 1, 0.0808054962447612, 1]",1
620,"[1, 2, 0.00945152100751117, 0]",0
621,"[0, 1, 0.0781461695540158, 0]",1
622,"[0, 1, 0.06514337319815569, 0]",1
623,"[0, 3, 0.030192210273955983, 0]",1
624,"[0, 1, 0.04840383850862212, 0]",1
625,"[0, 2, 0.042138451143686244, 1]",1
626,"[0, 2, 0.06595453911783494, 1]",1
627,"[1, 2, 0.05379696389867554, 0]",0
628,"[1, 1, 0.05411026900850887, 0]",1
629,"[0, 3, 0.15063149891629152, 0]",1
630,"[0, 3, 0.066999654596707, 0]",0
631,"[0, 2, 0.02014428463945576, 0]",1
632,"[0, 1, 0.10496968565595227, 0]",1
633,"[0, 3, 0.026426578757244124, 0]",0
634,"[0, 2, 0.04508708055901205, 0]",1
635,"[1, 1, 0.030430605841675052, 0]",0
636,"[0, 2, 0.06694733285168512, 0]",0
637,"[0, 3, 0.061482244455629186, 0]",0
638,"[1, 1, 0.0376138947889571, 0]",0
639,"[0, 1, 0.07561216806008936, 0]",1
640,"[0, 2, 0.12093830078866008, 1]",1
641,"[0, 1, 0.08821419607010425, 1]",1
642,"[1, 1, 0.014683187962571797, 0]",0
643,"[0, 3, 0.02981461111073237, 1]",1
644,"[1, 1, 0.007498044046595301, 0]",0
645,"[1, 3, 0.030126299783258304, 0]",0
646,"[0, 3, 0.07724692252117514, 0]",0
647,"[1, 1, 0.0300504415622028, 0]",0
648,"[0, 1, 0.0634237890173859, 0]",0
649,"[1, 3, 0.008607514223788087, 0]",0
650,"[0, 3, 0.02489776841591595, 0]",0
651,"[0, 1, 0.06573231936139733, 1]",1
652,"[0, 1, 0.0704562109199508, 1]",1
653,"[1, 1, 0.012481258477734819, 0]",0
654,"[0, 1, 0.1205683758833387, 1]",1
655,"[0, 1, 0.10238948164929504, 1]",1
656,"[0, 3, 0.05106152505637, 0]",0
657,"[1, 2, 0.04557314758332979, 0]",0
658,"[1, 3, 0.05684207506275152, 0]",0
659,"[0, 2, 0.00935599372150879, 0]",0
660,"[0, 3, 0.02015638346477668, 0]",0
661,"[1, 3, 0.04496462654217657, 0]",0
662,"[0, 2, 0.04151613310655495, 0]",1
663,"[1, 3, 0.06025259956651661, 0]",0
664,"[0, 1, 0.04427550350910246, 0]",1
665,"[0, 1, 0.1046260848245548, 1]",1
666,"[0, 2, 0.1158703837817627, 0]",1
667,"[1, 3, 0.09414468682268219, 0]",0
668,"[1, 3, 0.08692440369184942, 0]",1
669,"[1, 1, 0.10759392779735108, 0]",1
670,"[1, 3, 0.006591423976633132, 0]",0
671,"[1, 2, 0.047072343411341096, 0]",0
672,"[0, 1, 0.08142243184664406, 0]",1
673,"[0, 1, 0.027772328260793077, 0]",1
674,"[0, 3, 0.047072343411341096, 0]",0
675,"[0, 1, 0.07458691919925844, 1]",1
676,"[1, 2, 0.009975595954721292, 0]",0
677,"[0, 1, 0.07409131355572021, 1]",1
678,"[1, 2, 0.008762999609613005, 0]",0
679,"[1, 1, 0.021810594949353074, 0]",0
680,"[0, 1, 0.00750348836275225, 0]",1
681,"[1, 1, 0.04009110024990146, 0]",0
682,"[0, 2, 0.1434585703964681, 0]",1
683,"[0, 2, 0.05300138299494298, 1]",1
684,"[1, 2, 0.023511198448007444, 0]",0
685,"[0, 1, 0.06359937491280357, 1]",1
686,"[0, 1, 0.043406193367626265, 0]",1
687,"[0, 2, 0.07927973627173238, 1]",1
688,"[0, 1, 0.05834097165358691, 0]",1
689,"[1, 1, 0.03908015239854095, 0]",0
690,"[1, 2, 0.009269630702541016, 0]",0
691,"[0, 1, 0.01824177428704339, 1]",0
692,"[1, 2, 0.11157888808614186, 0]",0
693,"[1, 2, 0.0418420830323032, 0]",0
694,"[0, 1, 0.042508864299208894, 1]",1
695,"[1, 1, 0.019778646882543424, 0]",0
696,"[1, 2, 0.04496462654217657, 0]",0
697,"[0, 1, 0.07333608883952514, 1]",1
698,"[0, 1, 0.06909762987516437, 1]",1
699,"[0, 1, 0.05663755391383214, 0]",0
700,"[1, 2, 0.03544270562736271, 0]",0
701,"[0, 1, 0.01637870379691889, 0]",0
702,"[1, 3, 0.024197831151211487, 0]",0
703,"[0, 1, 0.047655179667297105, 0]",0
704,"[0, 2, 0.02849580815426948, 0]",1
705,"[0, 1, 0.03829365565405979, 0]",1
706,"[1, 2, 0.06539825276801368, 0]",1
707,"[1, 1, 0.021907669662530875, 0]",0
708,"[1, 3, 0.009975595954721292, 0]",0
709,"[1, 2, 0.05196501310137601, 0]",0
710,"[0, 3, 0.04634815351270508, 0]",0
711,"[0, 2, 0.05843682744623043, 1]",1
712,"[0, 2, 0.08732260806741536, 0]",1
713,"[0, 2, 0.15063149891629152, 0]",1
714,"[1, 2, 0.08429033085270249, 0]",0
715,"[0, 1, 0.027145497450957425, 0]",0
716,"[0, 1, 0.03254899344205451, 1]",1
717,"[0, 1, 0.09606930246791541, 1]",1
718,"[1, 1, 0.04364880104050511, 0]",0
719,"[1, 2, 0.052684056897470855, 0]",0
720,"[1, 1, 0.004702841843680523, 0]",0
721,"[0, 1, 0.01983973194219239, 0]",1
722,"[0, 3, 0.0467198240411534, 0]",0
723,"[0, 1, 0.01887073095916087, 1]",1
724,"[0, 1, 0.023303702136250652, 0]",1
725,"[0, 1, 0.1610251214610986, 1]",1
726,"[1, 3, 0.19406378498645455, 0]",1
727,"[0, 2, 0.0210360366575444, 0]",1
728,"[1, 3, 0.05684207506275152, 0]",0
729,"[0, 1, 0.12909394546844524, 0]",1
730,"[0, 3, 0.07531574945814576, 0]",0
731,"[0, 2, 0.07947374051826235, 0]",1
732,"[0, 2, 0.07517786265241032, 1]",0
733,"[0, 1, 0.06860844020781612, 0]",1
734,"[0, 1, 0.07954713578104199, 1]",1
735,"[0, 2, 0.05410119430662634, 0]",1
736,"[0, 3, 0.06769955007473775, 1]",1
737,"[0, 1, 0.0617741311512998, 0]",1
738,"[0, 2, 0.08142243184664406, 0]",1
739,"[0, 2, 0.05450245861272867, 1]",1
740,"[0, 2, 0.06142452169350696, 0]",1
741,"[0, 1, 0.0643623367067277, 0]",0
742,"[0, 2, 0.06549195605056153, 0]",0
743,"[1, 3, 0.0836841660646064, 0]",0
744,"[1, 1, 0.015593469999357233, 0]",0
745,"[1, 2, 0.07006116228664722, 0]",0
746,"[1, 1, 0.01204605174844627, 0]",0
747,"[0, 1, 0.04589393243419509, 0]",0
748,"[0, 3, 0.034627930785354366, 0]",0
749,"[0, 1, 0.3117900786082561, 0]",1
750,"[0, 1, 0.022925816927071522, 0]",0
751,"[1, 3, 0.0627631245484548, 0]",0
752,"[1, 1, 0.00817478159600171, 0]",0
753,"[1, 3, 0.03963986813586619, 0]",0
754,"[1, 2, 0.02064243224854431, 0]",0
755,"[1, 1, 0.04041292224679103, 0]",0
756,"[0, 1, 0.039498893762733245, 1]",1
757,"[1, 1, 0.004291217342056175, 0]",0
758,"[0, 2, 0.07278459743000351, 1]",1
759,"[1, 2, 0.051941896178031556, 0]",0
760,"[1, 1, 0.0019524689924620123, 0]",0
761,"[1, 3, 0.06025259956651661, 0]",0
762,"[0, 2, 0.030006257152382747, 0]",0
763,"[1, 3, 0.047072343411341096, 0]",0
764,"[1, 1, 0.061883188200522736, 0]",1
765,"[1, 2, 0.09414468682268219, 0]",0
766,"[0, 1, 0.04078962673821632, 1]",1
767,"[0, 2, 0.02230182322617037, 0]",1
768,"[0, 1, 0.08142243184664406, 1]",1
769,"[1, 2, 0.0627631245484548, 0]",0
770,"[0, 1, 0.05563161836278364, 1]",1
771,"[1, 1, 0.015382864688533202, 0]",0
772,"[1, 3, 0.013271497701875903, 0]",0
773,"[1, 1, 0.1398587890685087, 0]",1
774,"[0, 1, 0.052533183599423536, 0]",1
775,"[1, 2, 0.02869171407929362, 0]",0
776,"[1, 3, 0.11157888808614186, 0]",0
777,"[0, 2, 0.07517786265241032, 0]",0
778,"[1, 2, 0.06025259956651661, 0]",0
779,"[0, 1, 0.16971825349506478, 1]",1
780,"[0, 1, 0.048842011637448585, 0]",1
781,"[0, 1, 0.017233323364544147, 0]",1
782,"[1, 2, 0.03148804762904363, 0]",0
783,"[1, 2, 0.021989999841794384, 0]",1
784,"[1, 1, 0.07841261872898155, 0]",1
785,"[0, 2, 0.06953952295347954, 0]",1
786,"[0, 3, 0.04634815351270508, 0]",0
787,"[1, 3, 0.007666763216596344, 0]",0
788,"[0, 1, 0.4811683422005686, 1]",1
789,"[0, 1, 0.04225649101804114, 1]",1
790,"[1, 2, 0.027638807140603946, 0]",0
791,"[0, 2, 0.07152502384062506, 0]",1
792,"[0, 1, 0.10042099927752768, 0]",1
793,"[0, 1, 0.1069096006664039, 1]",1
794,"[1, 3, 0.05021049963876384, 0]",0
795,"[1, 2, 0.03160887406976343, 0]",0
796,"[0, 1, 0.09718161220405905, 1]",1
797,"[1, 3, 0.06846886314376888, 0]",0
798,"[0, 1, 0.0720040503366814, 0]",1
799,"[1, 1, 0.005326276119364095, 0]",0
800,"[1, 2, 0.015529020506834176, 0]",0
801,"[0, 1, 0.1154666542215475, 0]",1
802,"[0, 1, 0.0733429357930807, 0]",1
803,"[1, 2, 0.01882893736453644, 0]",0
804,"[0, 1, 0.04055346095111017, 1]",1
805,"[0, 1, 0.0260276509383772, 0]",1
806,"[0, 3, 0.05793519189088135, 0]",0
807,"[0, 2, 0.08692440369184942, 1]",1
808,"[1, 3, 0.012874487086862523, 0]",0
809,"[0, 2, 0.0663999466217912, 1]",1
810,"[1, 2, 0.022420932092031855, 0]",0
811,"[0, 1, 0.019244694358920702, 0]",1
812,"[0, 1, 0.028974801230616475, 0]",1
813,"[0, 2, 0.0737777184686569, 0]",1
814,"[0, 2, 0.2619678242022461, 1]",1
815,"[0, 3, 0.07548052568488996, 0]",0
816,"[0, 3, 0.10042099927752768, 0]",0
817,"[0, 1, 0.05793519189088135, 0]",1
818,"[0, 1, 0.02833232057331377, 0]",0
819,"[0, 1, 0.09208912597502537, 1]",1
820,"[1, 1, 0.018355809363985287, 0]",1
821,"[0, 1, 0.08943662097113, 1]",1
822,"[0, 2, 0.11436245156959954, 0]",1
823,"[0, 2, 0.1255262490969096, 0]",1
824,"[0, 1, 0.02348020469726403, 0]",1
825,"[1, 1, 0.03640546269549717, 0]",0
826,"[1, 2, 0.016552911968823244, 0]",0
827,"[0, 3, 0.05021049963876384, 0]",1
828,"[0, 1, 0.10627216074802223, 0]",1
829,"[0, 3, 0.061482244455629186, 0]",0
830,"[1, 3, 0.05147282683859783, 0]",1
831,"[1, 3, 0.011768085852835274, 0]",0
832,"[0, 1, 0.1673683321292128, 0]",1
833,"[0, 2, 0.07984905678759435, 1]",1
834,"[0, 2, 0.14012232457329443, 1]",1
835,"[0, 2, 0.07355554148001368, 0]",1
836,"[0, 3, 0.005989324012576203, 0]",0
837,"[1, 1, 0.07152502384062506, 0]",0
838,"[0, 2, 0.18828937364536438, 1]",1
839,"[1, 2, 0.09129181752502517, 0]",0
840,"[1, 1, 0.006827996389784762, 0]",0
841,"[0, 2, 0.14264517528918882, 1]",1
842,"[0, 1, 0.05192587718693569, 1]",1
843,"[0, 1, 0.0288961796807895, 0]",1
844,"[0, 1, 0.08335286109508046, 1]",1
845,"[1, 1, 0.017009695928989287, 0]",1
846,"[0, 3, 0.03204925508857266, 0]",0
847,"[0, 2, 0.02846583900813331, 0]",0
848,"[0, 1, 0.06593671571055558, 0]",0
849,"[0, 1, 0.0690183290644416, 0]",1
850,"[1, 1, 0.01978133251007731, 0]",0
851,"[0, 1, 0.10474279562348894, 1]",1
852,"[0, 1, 0.10359476908015097, 1]",1
853,"[0, 1, 0.09314421480426252, 1]",1
854,"[0, 1, 0.18903042015022337, 1]",1
855,"[0, 1, 0.024678149496876783, 0]",1
856,"[1, 2, 0.0627631245484548, 0]",0
857,"[0, 2, 0.06114175563700848, 1]",1
858,"[0, 2, 0.028573035847889443, 0]",1
859,"[0, 3, 0.027512785268679226, 0]",1
860,"[0, 1, 0.029369130626641746, 0]",0
861,"[0, 2, 0.07927973627173238, 0]",0
862,"[0, 1, 0.0394393916168384, 0]",1
863,"[0, 2, 0.11255230337186956, 0]",1
864,"[0, 1, 0.030803794331298706, 1]",0
865,"[1, 2, 0.05106152505637, 0]",0
866,"[1, 3, 0.026660442286069293, 0]",0
867,"[0, 3, 0.04303757111894044, 0]",0
868,"[0, 2, 0.08019472370009477, 1]",1
869,"[0, 1, 0.02146460111585914, 1]",0
870,"[0, 1, 0.11308240560856732, 0]",1
871,"[1, 2, 0.017144524705867848, 0]",0
872,"[0, 3, 0.07531574945814576, 0]",0
873,"[0, 2, 0.15063149891629152, 0]",1
874,"[0, 3, 0.07618925151326554, 0]",1
875,"[0, 1, 0.0182895876439693, 0]",0
876,"[0, 3, 0.047819523465489365, 0]",0
877,"[1, 1, 0.14012232457329443, 0]",1
878,"[0, 1, 0.024910606881938913, 1]",1
879,"[0, 1, 0.03758893132620516, 0]",0
880,"[1, 2, 0.047072343411341096, 0]",0
881,"[0, 1, 0.02235755954184978, 0]",0
882,"[0, 1, 0.0680259414414912, 1]",1
883,"[0, 2, 0.07354980006163486, 0]",1
884,"[1, 3, 0.008296005900009805, 0]",0
885,"[0, 2, 0.02815542035818533, 0]",0
886,"[1, 1, 0.03140044106267144, 0]",0
887,"[0, 2, 0.09339837884153908, 0]",1
888,"[0, 3, 0.06468792832881819, 0]",1
889,"[1, 1, 0.009300663574231632, 0]",0
890,"[0, 2, 0.026243416703169306, 1]",1
891,"[0, 1, 0.11255230337186956, 0]",1
892,"[0, 1, 0.06428759602059068, 1]",1
893,"[0, 1, 0.1158703837817627, 0]",0
894,"[0, 1, 0.062208094096403266, 1]",0
895,"[0, 1, 0.08791444074826779, 0]",1
896,"[1, 2, 0.022053549017526063, 0]",1
897,"[0, 1, 0.08937713505662921, 0]",1
898,"[1, 1, 0.09807485723509023, 0]",1
899,"[1, 2, 0.08676806170829926, 0]",0
900,"[1, 3, 0.008486281629086845, 0]",0
901,"[1, 3, 0.08860676406840677, 0]",0
902,"[0, 1, 0.04661671627224723, 0]",1
903,"[0, 3, 0.04725760503755584, 0]",0
904,"[0, 1, 0.12903701072365845, 1]",1
905,"[0, 2, 0.1260202801001489, 0]",1
906,"[0, 1, 0.04376331471156719, 0]",0
907,"[0, 1, 0.045785914915279016, 1]",1
908,"[0, 3, 0.07006116228664722, 0]",0
909,"[1, 3, 0.04938737669386607, 0]",0
910,"[0, 3, 0.03160887406976343, 0]",1
911,"[0, 1, 0.031178608878701025, 0]",1
912,"[1, 2, 0.016858066170540496, 0]",0
913,"[1, 3, 0.06321774813952687, 0]",0
914,"[0, 1, 0.10228064741229671, 1]",1
915,"[0, 3, 0.051941896178031556, 0]",0
916,"[0, 3, 0.058370203999359487, 0]",1
917,"[0, 1, 0.02673110096373875, 0]",1
918,"[0, 3, 0.048515357146392, 0]",1
919,"[0, 2, 0.10785119608914608, 0]",0
920,"[0, 1, 0.013855000976831853, 0]",0
921,"[0, 2, 0.039596341342893096, 0]",1
922,"[1, 3, 0.011786359822623651, 0]",0
923,"[1, 3, 0.1255262490969096, 0]",0
924,"[0, 2, 0.09096010971630923, 1]",1
925,"[0, 1, 0.06468931232818462, 1]",1
926,"[0, 1, 0.06875900230601313, 0]",1
927,"[0, 1, 0.05684207506275152, 0]",1
928,"[0, 3, 0.21518785559470216, 0]",0
929,"[1, 2, 0.02756906653488065, 0]",0
930,"[0, 1, 0.0845780993355641, 0]",1
931,"[0, 2, 0.07927973627173238, 0]",0
932,"[0, 2, 0.04346220184592471, 0]",1
933,"[1, 3, 0.032393870734686345, 0]",0
934,"[0, 3, 0.06549195605056153, 0]",0
935,"[0, 1, 0.022060861879403527, 0]",1
936,"[1, 1, 0.023732201563400418, 0]",0
937,"[1, 1, 0.021638664100811857, 0]",1
938,"[0, 1, 0.063669467439149, 1]",1
939,"[0, 1, 0.018315754364043216, 0]",1
940,"[1, 1, 0.015289467956220486, 0]",0
941,"[0, 1, 0.05826236880426188, 1]",1
942,"[1, 1, 0.06381342210809066, 0]",0
943,"[0, 1, 0.09703189249322727, 0]",1
944,"[0, 1, 0.03124846644005667, 1]",1
945,"[1, 1, 0.010089594375956846, 0]",0
946,"[1, 2, 0.027723172369049278, 0]",0
947,"[0, 1, 0.07403426446412675, 1]",1
948,"[0, 1, 0.08992925308435314, 0]",0
949,"[1, 2, 0.02480179570672929, 0]",1
950,"[1, 3, 0.008860676406840677, 0]",0
951,"[0, 1, 0.026374332224480337, 0]",0
952,"[0, 1, 0.07501564288095687, 0]",1
953,"[0, 1, 0.07633920813759021, 1]",1
954,"[0, 1, 0.05987641998262524, 0]",1
955,"[1, 1, 0.03811903434716196, 0]",1
956,"[1, 1, 0.0282863755825108, 0]",0
957,"[1, 1, 0.02093131160208523, 0]",0
958,"[0, 1, 0.02021235834239731, 0]",0
959,"[1, 1, 0.05232069513781939, 0]",1
960,"[1, 3, 0.03629674672681723, 0]",0
961,"[0, 1, 0.20694444531983738, 1]",1
962,"[1, 1, 0.012299489753967665, 0]",1
963,"[1, 2, 0.1463989956915359, 0]",0
964,"[0, 1, 0.0176616202796131, 0]",1
965,"[0, 1, 0.04121044731909724, 0]",1
966,"[1, 2, 0.05151075774331818, 0]",0
967,"[1, 1, 0.027638807140603946, 0]",0
968,"[0, 1, 0.04754737854001906, 0]",1
969,"[0, 1, 0.08353333081180421, 0]",1
970,"[0, 2, 0.04468786027992588, 0]",1
971,"[1, 1, 0.02082444347259947, 0]",0
972,"[0, 2, 0.0418420830323032, 0]",0
973,"[1, 3, 0.008510254176061667, 0]",0
974,"[0, 1, 0.07762227818749624, 1]",1
975,"[0, 1, 0.10202127431810135, 1]",1
976,"[0, 1, 0.023400896392255194, 0]",1
977,"[0, 1, 0.08018220049980292, 0]",1
978,"[1, 2, 0.05021049963876384, 0]",0
979,"[1, 3, 0.03310582393764649, 0]",0
980,"[0, 1, 0.04924482464219685, 1]",1
981,"[0, 1, 0.06078317741721959, 1]",1
982,"[0, 1, 0.13614537458217515, 1]",1
983,"[0, 2, 0.05285315751448825, 0]",0
984,"[0, 2, 0.05689799409847039, 0]",1
985,"[1, 2, 0.04409689377104467, 0]",1
986,"[1, 3, 0.025970948089015778, 0]",0
987,"[0, 1, 0.041609080209950446, 0]",1
988,"[0, 1, 0.12073269066721194, 1]",1
989,"[1, 1, 0.023033959759824467, 0]",0
990,"[1, 1, 0.004675380391735278, 0]",0
991,"[0, 1, 0.09170928422893074, 1]",1
992,"[0, 2, 0.13907904590695908, 0]",1
993,"[0, 1, 0.06236393372206894, 0]",1
994,"[1, 2, 0.008915323455574302, 0]",0
995,"[1, 3, 0.010212305011274, 0]",0
996,"[0, 3, 0.06126984904649567, 0]",1
997,"[1, 1, 0.03996695214908064, 0]",0
998,"[0, 1, 0.06986884374645862, 1]",1
999,"[0, 1, 0.0787767218414517, 0]",1
1000,"[0, 3, 0.0418420830323032, 0]",0
1001,"[0, 2, 0.047145439290494605, 0]",0
1002,"[0, 1, 0.09271936393797273, 0]",1
1003,"[1, 1, 0.04090560173734091, 0]",0
1004,"[0, 2, 0.07503486891457971, 0]",1
1005,"[1, 1, 0.02793697365364421, 0]",0
1006,"[1, 1, 0.08501772859841779, 0]",1
1007,"[1, 2, 0.025996083347095158, 0]",0
1008,"[0, 1, 0.0650365023876469, 0]",1
1009,"[0, 3, 0.04634815351270508, 0]",0
1010,"[0, 3, 0.03351302311011062, 0]",0
1011,"[0, 3, 0.025970948089015778, 0]",0
1012,"[1, 2, 0.007991060950466393, 0]",0
1013,"[0, 2, 0.01995880666087508, 0]",1
1014,"[1, 2, 0.032724481389872724, 0]",0
1015,"[0, 1, 0.09277931191063542, 1]",1
1016,"[0, 2, 0.025077042627472894, 0]",1
1017,"[0, 2, 0.03913263605254424, 1]",1
1018,"[0, 2, 0.07878661236030869, 0]",1
1019,"[0, 2, 0.04795829169205486, 0]",0
1020,"[0, 3, 0.033016593630453506, 0]",0
1021,"[1, 3, 0.01190762837282937, 0]",0
1022,"[0, 2, 0.03606966444720964, 0]",1
1023,"[0, 2, 0.08181120347468182, 1]",1
1024,"[0, 1, 0.1903381983546667, 0]",1
1025,"[0, 1, 0.05400869147149239, 0]",1
1026,"[0, 1, 0.1260202801001489, 0]",1
1027,"[0, 1, 0.048322558286789274, 1]",1
1028,"[0, 2, 0.025970948089015778, 0]",0
1029,"[1, 3, 0.005303926018179279, 0]",0
1030,"[1, 1, 0.0825675893271326, 0]",0
1031,"[1, 2, 0.03310582393764649, 0]",0
1032,"[0, 1, 0.19406378498645455, 0]",1
1033,"[1, 1, 0.06516185984687184, 0]",0
1034,"[1, 2, 0.027894722021535465, 0]",0
1035,"[0, 1, 0.10258813673240672, 0]",1
1036,"[1, 1, 0.010105056070549295, 0]",0
1037,"[0, 1, 0.07479860575426987, 0]",1
1038,"[1, 3, 0.0836841660646064, 0]",0
1039,"[0, 1, 0.08422249693682358, 0]",1
1040,"[0, 1, 0.06692058638376804, 0]",1
1041,"[0, 1, 0.025434802272870316, 0]",0
1042,"[0, 2, 0.027903981450616885, 0]",1
1043,"[0, 2, 0.020897668229320942, 0]",1
1044,"[1, 1, 0.013136077847114748, 0]",0
1045,"[0, 2, 0.02272775308029771, 0]",0
1046,"[1, 2, 0.009241196252533222, 0]",0
1047,"[0, 1, 0.07731609325886284, 1]",1
1048,"[0, 1, 0.0461705743804725, 1]",1
1049,"[0, 1, 0.008453301940500993, 0]",0
1050,"[1, 1, 0.006599565790780866, 0]",0
1051,"[0, 1, 0.06726888414205053, 1]",1
1052,"[0, 1, 0.09863762121060927, 0]",1
1053,"[0, 3, 0.03695747274897209, 0]",0
1054,"[1, 1, 0.028120599108562103, 0]",1
1055,"[0, 2, 0.12145389799773969, 1]",1
1056,"[0, 1, 0.07734939768811987, 1]",1
1057,"[0, 2, 0.09414468682268219, 1]",1
1058,"[1, 2, 0.08429033085270249, 0]",0
1059,"[0, 2, 0.06273365299374738, 0]",1
1060,"[1, 2, 0.013770202565045455, 0]",0
1061,"[1, 1, 0.013044380763018625, 0]",0
1062,"[0, 1, 0.0640383795046844, 0]",1
1063,"[0, 1, 0.028599998076307618, 0]",1
1064,"[0, 1, 0.06773306394552456, 0]",1
1065,"[0, 1, 0.0312601270645386, 0]",0
1066,"[0, 2, 0.03294764128186842, 0]",1
1067,"[0, 2, 0.038830378141398364, 1]",1
1068,"[0, 3, 0.06549195605056153, 0]",0
1069,"[0, 2, 0.06237898876245134, 0]",1
1070,"[1, 2, 0.015940824112203336, 0]",0
1071,"[1, 1, 0.01596942895770763, 0]",0
1072,"[0, 1, 0.013237097295533651, 0]",1
1073,"[1, 1, 0.033563870247128647, 0]",0
1074,"[1, 3, 0.05106152505637, 0]",0
1075,"[0, 2, 0.07234365561271043, 0]",1
1076,"[0, 2, 0.09270561811662978, 0]",1
1077,"[0, 3, 0.012819702035429066, 0]",0
1078,"[0, 3, 0.10790711706722259, 1]",1
1079,"[1, 2, 0.05285315751448825, 0]",0
1080,"[0, 3, 0.07724692252117514, 0]",0
1081,"[0, 1, 0.013567253178446152, 0]",0
1082,"[0, 1, 0.12138012414803388, 0]",1
1083,"[0, 1, 0.02235755954184978, 0]",0
1084,"[1, 2, 0.011075845508550846, 0]",0
1085,"[1, 1, 0.020517314897462384, 0]",0
1086,"[0, 1, 0.09352544090313943, 1]",1
1087,"[0, 2, 0.042161014043737025, 1]",1
1088,"[0, 3, 0.09934217564782792, 0]",1
1089,"[0, 2, 0.051071064102827406, 1]",1
1090,"[1, 1, 0.023429119169352374, 0]",0
1091,"[0, 3, 0.06846886314376888, 0]",0
1092,"[1, 2, 0.05793519189088135, 0]",0
1093,"[1, 1, 0.02491837988321797, 0]",0
1094,"[0, 2, 0.03223263681397932, 1]",1
1095,"[0, 2, 0.06561344536144441, 1]",1
1096,"[0, 1, 0.09414468682268219, 1]",1
1097,"[0, 1, 0.08775641487926314, 0]",1
1098,"[0, 2, 0.041268903812682604, 0]",0
1099,"[0, 3, 0.06694733285168512, 0]",0
1100,"[0, 1, 0.051389017454400984, 0]",1
1101,"[0, 2, 0.05101063715905067, 0]",1
1102,"[0, 3, 0.12050519913303322, 0]",0
1103,"[1, 3, 0.13693772628753775, 0]",0
1104,"[0, 1, 0.09640696203491723, 1]",1
1105,"[0, 1, 0.028460732301302433, 1]",1
1106,"[0, 1, 0.12667898810446798, 0]",1
1107,"[0, 3, 0.02825365710430385, 0]",0
1108,"[0, 1, 0.0698261771474444, 1]",1
1109,"[0, 3, 0.023721495892329372, 0]",0
1110,"[0, 3, 0.05399430177706368, 0]",0
1111,"[0, 2, 0.012626395336398682, 0]",0
